logFC	AveExpr	t	P.Value	adj.P.Val	B
RTN1	0.204312986740772	8.31701901599947	3.53631009296774	0.000483931096516712	0.00855918588651581	-0.340704327624293
GRIK1	0.200728557797879	5.41025173826465	3.53273874722687	0.000490195525018282	0.00861377614626938	-0.352285668596878
PAK3	0.207366141921128	6.88823985552195	3.53207874241748	0.000491361523747097	0.0086202939166117	-0.354424812014244
NUP93	0.22990233415384	6.17184165916067	3.53101255407808	0.00049325060548022	0.00863945567789425	-0.357879677616624
NFKBIA	-0.245662496330793	7.42715492560964	-3.52691960906857	0.000500565985723558	0.00873935010823642	-0.371133688467462
RASGRP1	0.273079970631011	6.44486086418893	3.52499874404984	0.000504034151180659	0.00877773756139706	-0.377349170089503
SRD5A1	0.205850734797458	5.61073813262589	3.52347118694146	0.000506808264611605	0.00879113200648457	-0.382289819276232
HAND2	0.201543810268733	4.25602282674498	3.5234044687145	0.000506929753723888	0.00879113200648457	-0.382505565172445
CCR9	-0.252719144987531	4.07099304249068	-3.52153926121679	0.000510337238785541	0.00882408836022019	-0.38853557337837
GIF	0.24248137658667	4.21760904997104	3.5211142257907	0.000511116721104804	0.00882408836022019	-0.389909263071868
POPDC3	0.228463219476578	6.01635346317629	3.5183164536359	0.000516275549470781	0.00888485636089239	-0.398947770371837
NELL1	0.276086568020629	5.66404536911092	3.51558286571868	0.000521363153879199	0.00894401790246563	-0.407772669043454
DLG4	0.217253885651852	6.9913783727413	3.51503193914348	0.000522394183648056	0.00894754777110936	-0.40955048812337
ABCA1	-0.228246242938338	6.20447054367998	-3.51134091304199	0.000529351205055775	0.00903326532299121	-0.421454809872404
PLEK2	0.249706680550418	4.29387934069748	3.51105261585261	0.000529898242521897	0.00903326532299121	-0.422384153085261
SLC5A2	-0.251853744695466	4.71440931795556	-3.50702981538856	0.000537586918084532	0.00908820414323543	-0.435344711681116
GRM8	0.227711863611367	4.78400432950888	3.50701465918313	0.000537616082487508	0.00908820414323543	-0.435393516230211
RPH3A	0.273647502610942	6.1502204390292	3.50577187357035	0.000540012571874928	0.00908820414323543	-0.439394767112931
HTN3	-0.269353571746879	3.5434505872673	-3.50073231435239	0.000549833458688621	0.0091712220909262	-0.455606932220453
FBXL2	0.233871597973035	6.41665206374947	3.48893970092231	0.000573472353872708	0.00947802936080472	-0.493461294433429
KCNB1	0.209034644424815	6.53111389406552	3.48504419839042	0.000581488016220854	0.00958129646180318	-0.505940543696751
RGR	-0.246681896896209	4.97815375110722	-3.48137534080021	0.000589133169924908	0.00967785125503916	-0.517682222596649
PSORS1C2	0.232319684936634	4.29184356947547	3.4590810314286	0.0006376514698245	0.0103494269997563	-0.588791793092883
DNALI1	-0.268964399289167	5.94854125984055	-3.45751353520741	0.000641199760100618	0.0103914615829759	-0.593775911745168
GDE1	0.202458805513074	6.81652489335085	3.45133829011776	0.000655359013113577	0.0106050782390708	-0.613391260334918
STK39	0.209876706153372	7.73934590691196	3.44404168843268	0.000672466341670446	0.0108656931093755	-0.636527641919765
IL19	-0.205436024608484	4.24962846949804	-3.43841223444316	0.000685949405360083	0.0110379018667525	-0.65434746703401
FGF13	0.240822453427424	6.65792595235427	3.43831753465806	0.000686178367293046	0.0110379018667525	-0.654647009900419
PVALB	0.445807793945521	4.4707466931152	3.43721804725402	0.000688841907450383	0.0110587320847039	-0.658124228113167
TUBB3	0.244130225928088	7.67829184376898	3.43694154105686	0.000689513271468349	0.0110587320847039	-0.658998542935652
CYP26B1	0.23956231940817	5.29623222963819	3.43607487581088	0.000691621522884116	0.0110761603413731	-0.661738532707068
ABI3BP	-0.228672754209856	5.27023879307233	-3.433590967292	0.000697697323754002	0.0111368806655277	-0.669588021300298
ARHGDIG	0.243056470847258	5.82018309040266	3.43326651215575	0.000698494636834427	0.0111368806655277	-0.670612963984931
SYT13	0.330805274273149	6.59943795978509	3.42640459502936	0.000715557877342701	0.0113130764140962	-0.692268973610737
SLC25A22	0.234184480248684	6.71925905734318	3.4245111913045	0.000720334257946803	0.0113515465474698	-0.698237589579253
PLOD2	-0.214127050670442	6.12417353485124	-3.42075667220934	0.000729893824464213	0.0114688533983203	-0.710064195078338
HTR1B	-0.215098588584736	4.48162539288788	-3.41763499040631	0.000737932223690905	0.0115490640499874	-0.719888431087367
SUCLA2	0.221757260502301	6.72685023212352	3.41753379311191	0.000738194188031846	0.0115490640499874	-0.72020677273431
TEKT2	-0.277161952964671	4.62672966598351	-3.41491221861437	0.000745010885728523	0.0116389164597531	-0.728450618845363
IFI16	-0.213776894667115	6.47083978841077	-3.41247098326324	0.000751411501862118	0.011722019429049	-0.736122209344096
ROGDI	0.245521735522684	6.88991893304935	3.40872907472071	0.000761322117508986	0.0118086615136372	-0.747871511412731
NEDD4L	0.21568486518648	6.49117334181345	3.40559034571022	0.000769729210399612	0.0119220058559323	-0.75771785882643
KRT2	-0.215934524190912	4.04655737535526	-3.40485462908502	0.000771712334304341	0.0119356706541051	-0.760024647590932
BAG3	-0.347270894894763	7.20743458070346	-3.40304268011466	0.000776616809164449	0.011994415163762	-0.76570396041119
AP2M1	0.20597846996052	7.53818364047659	3.39884018160006	0.000788104152920017	0.0121545166798845	-0.778865572447096
MTMR6	0.200017394444513	6.5039182969776	3.39233468783685	0.000806199954711224	0.0123632530537187	-0.799210715279338
TUBB2A	0.295143383736399	8.22692555705354	3.39071918355502	0.000810753409484344	0.0123805471346891	-0.804257523903658
SLC17A3	0.254415694139796	3.69497014154637	3.38698156436258	0.000821380434957703	0.0125075936458025	-0.815925416500742
ST6GALNAC5	0.285455964482515	6.1453145709152	3.38625932183287	0.000823448889587079	0.0125215047137491	-0.818178725847685
GRIA1	0.252815234050497	6.46732236981631	3.38513946923323	0.000826665688301006	0.0125528142752934	-0.82167166749376
EXO1	0.223256986375568	4.10788977768247	3.37953217197372	0.000842949889182918	0.0127287781316451	-0.839145650982848
TNS3	-0.239821333919924	7.18440930394281	-3.37776377756441	0.000848147264563177	0.0127894473468623	-0.844651027602009
PTPRN	0.250926345962334	6.57038409734438	3.37242954060735	0.000864006469344474	0.0129423806442462	-0.861241744355513
AACS	0.244316576076319	6.28291301788645	3.37220636104214	0.000864675995057992	0.0129423806442462	-0.861935365254642
AQP4	-0.326419615037932	7.58853877919963	-3.37146031131831	0.000866917615504954	0.0129464473654335	-0.864253714088322
MAGEA12	-0.234576244757627	4.14294401020688	-3.36960517693475	0.000872515171067022	0.0129848195012326	-0.870016521097747
GC	-0.204281629696262	3.59012399138669	-3.36181719301387	0.0008963839388834	0.0132949311427822	-0.894177719863032
NDN	0.205732165537286	7.21443121816946	3.3613448219398	0.000897851079346949	0.0132984991834421	-0.895641553733707
KERA	-0.244649645143737	3.90217523434706	-3.35899009745509	0.000905198093620288	0.0133890282824436	-0.902935834129185
SYT5	0.227905129018636	5.5082389060113	3.3583837656671	0.000907098973915805	0.0133959842958431	-0.904813328276991
CHRNA9	0.209504097480407	3.9743735306365	3.358052366268	0.000908139499856544	0.0133959842958431	-0.905839369515482
ARHGEF3	0.230640875071471	7.44966617224777	3.35618859136544	0.000914012127385436	0.013464292778686	-0.911608062247937
SV2B	0.336266560604287	7.20695900341841	3.35553312022665	0.000916085873774917	0.0134765305881515	-0.913636161683299
NUAK1	0.210380174610615	7.79252008502013	3.35498968431429	0.000917808493684349	0.0134835768137205	-0.915317338591631
LGALS14	0.231389422569705	4.08183319326157	3.35433677738581	0.000919882115616764	0.0134887348314031	-0.917336848114723
PHGDH	-0.216187007834623	7.42365707778148	-3.35409602896959	0.000920647830219358	0.0134887348314031	-0.918081417936385
PCSK1	0.344101317453185	5.31847069013446	3.35123329101816	0.000929798592510582	0.0136044215114706	-0.926931365942027
PRSS3	0.235424648313119	5.41815155128063	3.35065792989232	0.000931647940383287	0.0136131091234981	-0.928709223428196
MT2A	-0.209086602005459	9.38529346975289	-3.34921993811446	0.000936284991924771	0.013634121248733	-0.933151382170001
CHGA	0.299840124282556	6.59923953820203	3.34620286450665	0.000946084062568904	0.013749924137228	-0.942465905654447
PDE6A	-0.218213579802739	4.09866056859172	-3.34506767276421	0.000949795702938025	0.0137753370012803	-0.945968571551964
SCAMP5	0.228212549026481	6.60241858277168	3.34489125472224	0.00095037373888191	0.0137753370012803	-0.946512817221997
ZNF157	-0.244104797114259	4.47057936025744	-3.34053435674199	0.000964753613342108	0.0138754136295523	-0.959945456234909
SLIT3	0.201652661056022	5.36037682236087	3.34048077205981	0.000964931724106738	0.0138754136295523	-0.960110562537024
KCNF1	0.201014023482727	6.46647788295958	3.33959606789541	0.000967876835063386	0.0138754136295523	-0.962836183856621
S100A10	-0.259198508287581	7.10271323196565	-3.33932041437748	0.000968796173913588	0.0138754136295523	-0.963685290583704
SDC4	-0.253552677676794	7.23481467872124	-3.33644993690607	0.000978418041306096	0.0139762956572341	-0.972523545625142
RAB3A	0.201559196057404	6.75971840279177	3.33153110736535	0.000995113258878615	0.0141774217513298	-0.987652618915032
KRT33A	-0.20005649309196	4.29584435959879	-3.32909805420797	0.00100346912293192	0.0142589937494468	-0.995128556719632
MYT1L	0.270861457712975	6.23419609889793	3.32444918547764	0.00101961678516057	0.0143900257834093	-1.00939909535913
PPP3CA	0.203204332948236	7.83214995315072	3.32441538867686	0.00101973505794525	0.0143900257834093	-1.00950277417405
RAPGEFL1	0.204819162393635	6.6199987816793	3.31507917559347	0.00105290102387056	0.0146956702374497	-1.0381067799287
CA11	0.240652544294651	7.3725909445468	3.31500288003982	0.00105317614596001	0.0146956702374497	-1.03834022977752
CDCA8	-0.223336682837049	4.1571292769526	-3.31355520364566	0.00105840917046387	0.0147307730759554	-1.04276891502629
CTSH	-0.294524093553586	6.88881269954041	-3.30746548567904	0.00108068826008124	0.0149831484856788	-1.06137906302486
NME1	0.256407435483701	6.35863978695905	3.30598029024757	0.00108618761348479	0.0150401610541534	-1.06591307590054
HOOK1	0.215125817874936	5.68408834929284	3.30442716553623	0.0010919663389398	0.0151008916413077	-1.07065247622641
GBP2	-0.325637020243852	6.00393964223914	-3.3018167349444	0.00110174347645895	0.0151890846218747	-1.07861369464259
PECAM1	-0.214087604543068	5.94800987313961	-3.30130590829098	0.00110366623523169	0.0151890846218747	-1.08017092781856
HLA-DRA	-0.398893997235767	7.18411650695192	-3.29522580488971	0.00112679279883118	0.0153862563286243	-1.09868897603105
TCP10	-0.225459612655628	4.33203467813092	-3.29077737321144	0.00114399770669104	0.0156015385357789	-1.11221773261921
CLIC1	-0.250514158098539	6.41487305556201	-3.28518267525445	0.00116598278714657	0.0158217589214557	-1.12920886738766
HPCA	0.34748675271703	7.71905435604311	3.28436764069034	0.00116921815502532	0.0158458290459806	-1.13168192906278
SLC7A2	-0.208970842294801	5.13978920689497	-3.27843117652745	0.00119303657172112	0.0161082223046083	-1.14967804641769
HSPB6	-0.219577479968611	6.13126805314259	-3.27726362332563	0.00119777380723133	0.0161320044944126	-1.1532139293971
XK	0.202267575544459	6.10630042954977	3.27554833836076	0.00120476512831232	0.0162060341453625	-1.15840650612951
PDE6C	-0.229786602661479	3.69491164921825	-3.27358391740705	0.00121281848048229	0.0162794096209268	-1.16435022492548
KCND2	0.238674334977935	5.91251830712473	3.26787311617037	0.00123651551082736	0.016518153702144	-1.18161079868554
CAP2	0.317993833517481	8.2245270375464	3.26783337448439	0.00123668191632008	0.016518153702144	-1.18173081914679
PTTG2	0.254663888063493	4.42488084983149	3.26441501069438	0.00125107332259225	0.0166635589232741	-1.19204933216074
CFI	-0.271665598692685	4.98900775530518	-3.25498480520584	0.00129158529577334	0.0170981291535709	-1.22046369700383
FMO2	-0.208415465347802	4.64536664372748	-3.24642810411076	0.00132939552325841	0.0174918765329704	-1.24618099637191
MYBPC2	-0.212099191891462	3.97734318015606	-3.24480298422549	0.00133669167274462	0.0175452919078658	-1.25105831819775
AKR1C3	-0.321659479307275	6.09929664823726	-3.2439607350538	0.00134048764693019	0.0175590708107743	-1.25358520304954
TMEM123	-0.21378859193327	7.32594743534841	-3.24188631862938	0.00134987964551093	0.0176269066188348	-1.25980622937458
FOXC1	-0.220539605811283	6.40643223302145	-3.2405267307939	0.00135606832140155	0.0176500513092864	-1.26388155934236
GPR22	0.257685248690021	5.44435674543719	3.23996502607515	0.00135863280977559	0.0176622265270827	-1.26556479801463
SEMA5A	0.258274013932346	5.94538779232409	3.23702509079668	0.00137212879537443	0.0177950004778105	-1.27437042828722
EPYC	-0.241294850943707	3.90981026572568	-3.23356774717486	0.00138815910451193	0.0179420125847925	-1.28471642107665
GRPR	0.22946309176807	4.28178772610113	3.23315509159707	0.00139008398554009	0.0179420125847925	-1.28595060349364
CARTPT	0.292929454820396	5.83392668786245	3.2313972851509	0.00139831125538284	0.0180053332908085	-1.29120628616356
CLPS	0.211877897318194	4.54326173392825	3.22973803661558	0.00140611865443904	0.0180754168138758	-1.29616488715432
EGR1	0.244730328431706	6.45002256166738	3.22953255333302	0.00140708834079608	0.0180754168138758	-1.296778803735
SLC22A11	0.206613339756066	4.1634618352126	3.22713253140545	0.00141846019523551	0.0181784225020608	-1.30394663100673
CDX4	-0.208778133273128	4.07581098175762	-3.22479266400067	0.0014296290351273	0.0182852856473173	-1.31093010170082
SEPP1	-0.24229913294317	7.06972625817	-3.22350061594582	0.00143583123844699	0.0182980498150847	-1.31478430506662
CNTNAP2	0.250069076712379	6.97414580981002	3.22269516321457	0.0014397102602389	0.0183208200017725	-1.3171862692311
SLC8A2	0.251209752699932	6.84524761472638	3.22175830880907	0.00144423433061893	0.0183568447978552	-1.31997939804338
TTC18	-0.206383571009689	5.13587673681031	-3.21203597339009	0.00149196802841488	0.0188664339947248	-1.34892152026543
TNC	-0.292934496962675	5.60182671757781	-3.21182354034464	0.00149302715066168	0.0188664339947248	-1.34955301025806
MYH1	-0.225602229786693	3.8979042553469	-3.20735895070138	0.00151544801036395	0.0190801758072956	-1.36281582883482
DDX1	0.203854099920338	7.53035813186281	3.19179393628582	0.00159607744664051	0.0199362576917931	-1.40892194109327
MAGED1	0.207493700659632	7.13204431616563	3.18982325979591	0.00160656455729686	0.0200441575721663	-1.41474472244053
MT1F	-0.272907013549654	8.33676805124325	-3.18006524408035	0.00165943922123972	0.0205618743276355	-1.44352818150294
RIMBP2	0.242478635123898	6.03508918005125	3.17816140690375	0.0016699413032357	0.0206683831160748	-1.44913453251277
HEY2	-0.204967772832229	6.05286424811359	-3.17590976357875	0.00168244136751616	0.02076441284567	-1.45576110893781
RARRES2	-0.314251583971229	6.16243281496435	-3.17538609043535	0.00168536093932758	0.02076441284567	-1.4573016581708
APOBEC3A	-0.217084328592073	4.17042698385747	-3.17234512477513	0.00170240774062177	0.0208323981081504	-1.46624300092279
ATP13A2	0.215269772976858	6.63133644354186	3.1711262685211	0.00170928498789896	0.0208796719341511	-1.46982459021797
GNGT1	-0.271967534612987	3.80433332764094	-3.16782200508299	0.00172805840556266	0.0210276197902473	-1.47952775095218
BPESC1	-0.235218047346224	3.90956040414247	-3.16565809427708	0.00174045599921415	0.0211547353626456	-1.48587716110436
OCRL	0.204885838343682	5.99099723162434	3.15810163560037	0.00178439706224902	0.0215939947102995	-1.50801825121424
OR5I1	0.236078662978953	4.10887525460279	3.15531289226174	0.00180087124282989	0.0216944955719574	-1.51617722056032
CALB2	0.231071513786809	6.04171963863914	3.15476017436858	0.00180415301294463	0.0217099078427809	-1.51779350871899
C8A	-0.200716858399285	4.16319456169669	-3.15362304676554	0.0018109221212412	0.0217190460602844	-1.52111794078711
GCM1	0.216360417191618	3.95044460309716	3.15217476185411	0.00181957748974519	0.0217746789666858	-1.52535045560184
BGN	-0.200375443970492	7.08598863729296	-3.14888189504504	0.00183939913330961	0.0219876134546227	-1.53496697909458
ATP2B1	0.214441846969772	7.36529480711268	3.14504357945972	0.00186275599267818	0.0221447373603255	-1.54616476248347
TRIP10	-0.284400465148613	5.14848029367296	-3.13430627504267	0.00192955822575318	0.0227641678820631	-1.57742266037879
MYOC	0.210819840987641	4.29188810363074	3.1256712055197	0.00198487946873167	0.0232147391585639	-1.60248921306915
ATXN3L	-0.204090587044158	3.53631119400289	-3.12449598152166	0.00199252084920437	0.0232539408472269	-1.60589581951289
PCTP	-0.256376517342562	4.82870542028083	-3.12295056212342	0.00200261061062167	0.0233378481017056	-1.61037370980297
NMB	-0.239644465568243	5.76837561093239	-3.12246818334031	0.00200576962094889	0.0233378481017056	-1.61177099602387
SCIN	-0.259689931329837	5.61942948942426	-3.12037751752555	0.00201951426151161	0.0234500644504095	-1.61782464007116
IGLL1	-0.229751559458892	4.71800232386446	-3.11948007189798	0.00202544095885165	0.0234864501346199	-1.62042209962788
PIK3C2G	0.217586167762967	3.83237612819784	3.11540625667647	0.00205254668906183	0.0237231108873682	-1.63220420610731
TBPL1	0.205113078538099	6.96438917096821	3.11509929985403	0.00205460257546935	0.0237231108873682	-1.6330913979452
MT1H	-0.22526544946088	7.1619569204754	-3.11270635489164	0.00207069493920635	0.0238581025832893	-1.64000492116548
EPHA4	0.25807403297459	6.17119646574468	3.10849029102111	0.00209933093589494	0.0241367401982745	-1.65217374899041
TFF3	0.20788800267407	4.52573982237457	3.09972970002144	0.00216000591546995	0.0246443231483719	-1.6774108025787
DDX25	0.232095931252076	5.77533768980781	3.09808096196303	0.00217160419191272	0.0246761442366617	-1.6821530545667
CCDC81	-0.27717610037239	4.51337242910322	-3.09049731914289	0.00222569569788968	0.0251102942315504	-1.70393584020598
SMR3B	0.206341008214324	3.87026957608622	3.08834009997701	0.00224130777711041	0.0251907269884841	-1.71012310098375
DIRAS2	0.319643937197452	7.09006778837274	3.08553641782305	0.00226174925955177	0.0253206236819259	-1.71815856403637
CDH13	0.277917580171146	5.46607604435195	3.06867240738506	0.00238837248404718	0.0264231984408566	-1.76634926728086
TMEM160	0.238243667254761	6.39825786302915	3.06481235353297	0.00241825925992733	0.0266180374580021	-1.77734546127889
ST6GALNAC2	-0.272877834744632	5.2343922243865	-3.06146221862875	0.00244447668164579	0.0268793267570017	-1.78687867189774
S100A4	-0.324654163090285	5.17030443400723	-3.0569358228464	0.00248031497278364	0.027108442474718	-1.79974376417976
GPNMB	-0.244769499533209	5.95310136898502	-3.05387942476718	0.00250478724184394	0.0273208282455453	-1.80842081875783
PPP1R13L	-0.282400239475448	5.40983610385463	-3.05026106012723	0.00253404630196136	0.0275352781669268	-1.81868290844612
SCG2	0.26224736881663	7.16972471572914	3.04902440204917	0.00254411814104737	0.0276109398250606	-1.82218762986121
PTPN3	0.23574637870149	5.06757191870501	3.04771686975976	0.00255480725842052	0.0276992202957953	-1.82589178083188
CRTAM	-0.220755325468593	3.94672953407234	-3.04461765522042	0.00258030868201906	0.0279198669964578	-1.83466577604847
HMBOX1	-0.200102844949512	6.23094035736213	-3.04354088406499	0.00258922340224735	0.0279883949423387	-1.83771222325525
AGT	-0.220465898652817	8.14112162308307	-3.03232172755012	0.00268380829060869	0.0288375619251866	-1.86939461050052
DYNC1I1	0.234178599692657	7.07142998211442	3.03030813057694	0.00270111677809175	0.0289096822389642	-1.87506945234171
CHST1	0.205920681670937	6.78570957095067	3.02967929679989	0.00270654310137956	0.028939191622443	-1.87684095487449
SERPINB4	-0.20484645596897	3.53089781771969	-3.02278841986296	0.00276666582471823	0.0292645764600927	-1.8962310997159
TSSC1	0.224510416976222	5.78324643640045	3.01402906457882	0.00284486228414843	0.0299747297227767	-1.92081988951809
CNR1	0.263519261070863	5.79329765798431	3.01162227642105	0.00286670090511096	0.0300878714551917	-1.92756451575087
SELP	-0.212260733141207	4.12857616344728	-3.00382897077385	0.00293847627414362	0.0306041880540491	-1.94936969950807
MS4A6A	-0.247985426974295	5.5426441225847	-3.00234993460686	0.00295228288300006	0.0306889501209699	-1.95350203690614
HCRTR2	0.227652196195255	4.32300578640229	3.00204824362258	0.00295510643112826	0.0306889501209699	-1.95434471151513
ANG	-0.256185787555032	5.01390435228908	-2.99948030883533	0.00297924046355253	0.0308509313331772	-1.96151421465577
TAS2R7	-0.201789030666677	3.99946108671848	-2.99810962760826	0.00299219636450533	0.0309260180972038	-1.96533873650342
EFCAB1	-0.258301485436449	5.1308117617629	-2.98851668062628	0.00308432767847203	0.0316499150478066	-1.99205991904716
OGDHL	0.28103328900897	6.185369178805	2.98761856263815	0.00309308515719705	0.0316499150478066	-1.99455756203245
GABRD	0.237538441632661	5.04783607208494	2.98618126875218	0.00310714756997504	0.0317488088036344	-1.99855318986776
DCLK1	0.224341052932315	7.29328465381615	2.98485077757276	0.00312021727495622	0.0317945448261986	-2.00225031955802
PCP4	0.32096337377187	7.27699056966541	2.97905041202313	0.00317778668189303	0.0322598906414646	-2.01835033888123
SELENBP1	-0.265172463081851	5.95125836968256	-2.97757031572415	0.00319263199098414	0.0323802769375585	-2.02245397261163
SEC14L5	0.212662034260125	6.48313057966723	2.97613040589488	0.00320713522479388	0.0324714626053326	-2.02644437066686
MC5R	-0.2132220863034	4.20047998516352	-2.97447406278511	0.0032238931328907	0.0326058296145531	-2.03103235028785
MID1IP1	-0.222590118511682	7.52623472439258	-2.97356561257056	0.00323311834902701	0.0326686571669626	-2.03354770053337
USP39	-0.213730642040508	5.70755795213935	-2.96846328881992	0.00328538304941154	0.0330199109868594	-2.04766194348998
CEBPD	-0.247051830649343	6.95472476859405	-2.96096215546215	0.00336362638270659	0.033514575572908	-2.0683709823558
SPAG6	-0.293722060403999	4.83820910304727	-2.96027729761097	0.0033708544236126	0.0335291776704659	-2.07025930453238
F5	-0.260348680201033	5.102190895231	-2.95877321642715	0.00338677857204343	0.0335951082141765	-2.07440500314729
TMEM14A	0.214872007850559	7.09452971885433	2.95302054552017	0.00344832160437742	0.0340188378841311	-2.09024302240205
TPST1	-0.240551682410102	6.09211270390539	-2.94883419251208	0.00349374984525533	0.034373172252503	-2.10175070721321
LECT2	0.202222489031592	3.86877886335559	2.93625126538083	0.00363361189843516	0.0355235529331235	-2.13624797862904
TNMD	-0.203404093091773	3.8732457903096	-2.93522268861102	0.00364526827239152	0.0356054041524945	-2.1390618513839
ERMAP	-0.23867143669422	5.03937128113667	-2.93449896437849	0.00365349038887509	0.035653593875953	-2.14104119073225
RPP40	0.226078312857843	5.31683796441383	2.93228235785271	0.00367877857291082	0.0358572429099464	-2.14710064195264
AP3B2	0.218595333893227	6.24965542844913	2.93162081773733	0.00368635672506217	0.0358774502810808	-2.14890824300712
TRIP6	-0.258556317873257	6.2297391297304	-2.9231756456198	0.00378436153231141	0.0366012914659414	-2.17195059174935
VIP	0.297030806090726	5.22227558775938	2.91867783030192	0.00383752470707582	0.0368851443919468	-2.18419746485411
STAT4	0.268738157180865	4.97398866022552	2.91577069244795	0.00387224871268262	0.0371009038623675	-2.19210382065578
WDR46	-0.211460169232846	5.29132008321929	-2.91277863069987	0.00390828672646095	0.0373665297074865	-2.20023347652561
FKBP5	-0.219013378011772	6.35495263918931	-2.9047523770799	0.00400647817825543	0.0380249912486701	-2.22200300693151
ZIC3	-0.239616705764159	4.60393388435268	-2.90141851367264	0.00404792225669849	0.0382967986214559	-2.23102896106576
CCL16	0.209570743998977	4.18527747095034	2.90141439215994	0.00404797373364586	0.0382967986214559	-2.231040113489
CRISP2	0.231002755569172	3.93582739795877	2.90084887551937	0.00405504260512202	0.0383302283563496	-2.23257020800464
CPVL	-0.259686598832182	5.44052763636352	-2.90015024273223	0.00406379097212204	0.0383794614283512	-2.23446008547073
VSIG4	-0.329434593105022	6.13190580504944	-2.89809174193774	0.00408966807231819	0.0384738941955656	-2.24002608683684
HOMER1	0.215654851459823	6.40354448824712	2.89794385408149	0.00409153292819472	0.0384738941955656	-2.2404258205083
SLC1A6	0.206016005664387	5.04508697611212	2.89592133170219	0.00411711483294049	0.0386722611842567	-2.2458906919164
MAST1	0.227627671723731	5.80491557102399	2.89149074407984	0.00417366623487791	0.0391105352796425	-2.25784974501347
PDYN	0.457358079676871	5.98512000190954	2.89105880357888	0.00417921722001935	0.0391242967824421	-2.25901472664708
NRGN	0.278600754329002	7.88622184977895	2.87129565727212	0.00444052173121794	0.0409388916750552	-2.31214403307536
CDH12	0.258869041847582	5.33117786543031	2.86723681271887	0.0044959968938154	0.0413098290870734	-2.32301334239163
PDK4	-0.258440420218183	6.49021642783173	-2.8598506743517	0.00459857195582881	0.0420031315459949	-2.3427560913169
LRMP	0.220963295630949	5.20241249282282	2.85486866941534	0.00466895891395322	0.0424671581754034	-2.35604586749843
SNCB	0.331632638164787	6.21278988487629	2.8511194046588	0.00472257502476557	0.0427396981790553	-2.36603296832512
SST	0.326703833420022	6.19936544692998	2.84149387763089	0.00486280146420085	0.0435723086569137	-2.39161680573797
CCR7	0.208764401751848	4.30975601247417	2.83342017588059	0.00498333163543244	0.0443307933666426	-2.41301366337326
DMRT1	-0.203762416851263	4.21138965763737	-2.83335935279303	0.00498424987215803	0.0443307933666426	-2.4131746402155
RARRES3	-0.235560753450584	6.73801143442573	-2.81938973214846	0.0051992706611981	0.0457562882049172	-2.45006159022025
SYN3	0.223288850503508	5.21198572275646	2.81908743635482	0.00520401542919239	0.0457598826304168	-2.45085792073446
SPTBN2	0.23137636718616	5.87190156508455	2.81730374429035	0.00523209208215639	0.0459694832696431	-2.45555503131061
IFITM2	-0.230238820408166	7.96698722841576	-2.80810125462357	0.005379145679768	0.0468815895981066	-2.47974433316378
GPC4	-0.213721965133821	5.32957675367603	-2.80757567830947	0.00538765652776583	0.0469180498586644	-2.4811236062897
ZNF217	-0.207783304777161	5.20468951930774	-2.80569636172166	0.00541818914434654	0.0471278526617669	-2.48605353113419
MT1X	-0.206429194198842	8.55060280901104	-2.80378824121969	0.00544935044133903	0.0471899820167713	-2.4910558541526
MSX1	-0.22469332727898	6.31389396768343	-2.79906376095866	0.00552720698652673	0.0475603001173991	-2.50342782527069
NEFM	0.304118898894986	7.31615721825012	2.78873142969997	0.00570100818611604	0.0487179374708731	-2.530416941592
